"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.521975200E1,-5.984000206E0,-6.164000034E0,1.452999949E0,8.712884926E0
4.522342416E1,-5.078000069E0,-6.861999989E0,1.764000058E0,8.716927483E0
4.522839285E1,-4.335999966E0,-7.475999832E0,2.002000093E0,8.871272376E0
4.523340593E1,-4.824999809E0,-7.560999870E0,1.800999999E0,9.148384731E0
4.523841770E1,-6.251999855E0,-7.327000141E0,1.240000010E0,9.711335298E0
4.524341654E1,-7.622000217E0,-7.217999935E0,5.590000153E-1,1.051222581E1
4.524841131E1,-8.590999603E0,-7.504000187E0,-6.800000370E-2,1.140701175E1
4.525353885E1,-9.567999840E0,-8.286000252E0,-1.070000008E-1,1.265764078E1
4.525838654E1,-1.056000042E1,-9.420999527E0,3.379999995E-1,1.415567324E1
4.526340777E1,-1.144400024E1,-1.055099964E1,6.340000033E-1,1.557853302E1
4.526843893E1,-1.236600018E1,-1.129599953E1,5.979999900E-1,1.675933082E1
4.527367600E1,-1.331900024E1,-1.151500034E1,4.210000038E-1,1.761159395E1
4.527841270E1,-1.417599964E1,-1.141899967E1,4.329999983E-1,1.820824012E1
4.528591131E1,-1.499499989E1,-1.136200047E1,8.669999838E-1,1.883339494E1
4.528863123E1,-1.511200047E1,-1.144699955E1,1.041000009E0,1.898657520E1
4.529434346E1,-1.511499977E1,-1.175399971E1,1.358999968E0,1.919548406E1
4.529840954E1,-1.500699997E1,-1.193599987E1,1.480000019E0,1.923196665E1
4.530347839E1,-1.471700001E1,-1.234099960E1,1.754999995E0,1.928653378E1
4.530839231E1,-1.438000011E1,-1.278600025E1,2.075000048E0,1.935385830E1
4.531338439E1,-1.391399956E1,-1.319699955E1,2.302000046E0,1.931474527E1
4.531857916E1,-1.349800014E1,-1.338500023E1,2.345000029E0,1.915341390E1
4.532358285E1,-1.338700008E1,-1.322999954E1,2.217999935E0,1.895162745E1
4.532855462E1,-1.331999969E1,-1.291800022E1,1.935999990E0,1.865597002E1
4.533350608E1,-1.278699970E1,-1.230000019E1,1.740000010E0,1.782764612E1
4.533839039E1,-1.180200005E1,-1.144099998E1,2.019000053E0,1.656079850E1
4.534342985E1,-1.143099976E1,-1.156200027E1,2.124000072E0,1.639691990E1
4.534842577E1,-1.197200012E1,-1.248900032E1,1.659000039E0,1.737976401E1
4.535375877E1,-1.201799965E1,-1.289299965E1,1.345000029E0,1.767684306E1
4.536110216E1,-9.911999702E0,-1.233100033E1,1.598000050E0,1.590141224E1
4.536345731E1,-9.024999619E0,-1.200899982E1,1.927000046E0,1.514529709E1
4.536845577E1,-7.282000065E0,-1.148499966E1,2.964999914E0,1.391847573E1
4.537364677E1,-5.824999809E0,-1.122799969E1,3.897000074E0,1.323575496E1
4.537838777E1,-5.484000206E0,-1.082999992E1,4.616000175E0,1.298732514E1
4.538342270E1,-5.678999901E0,-1.015799999E1,5.103000164E0,1.270734490E1
4.538842323E1,-5.599999905E0,-9.696000099E0,4.896999836E0,1.222100750E1
4.539339023E1,-5.401000023E0,-9.786999702E0,4.249000072E0,1.195868580E1
4.539840223E1,-4.964000225E0,-1.019400024E1,3.221999884E0,1.178729072E1
4.540341954E1,-4.548999786E0,-1.055399990E1,2.071000099E0,1.167772899E1
4.540842393E1,-4.594999790E0,-1.078299999E1,1.337000012E0,1.179723192E1
4.541344346E1,-4.881000042E0,-1.101399994E1,9.359999895E-1,1.208339572E1
4.541849662E1,-5.031000137E0,-1.131299973E1,5.299999714E-1,1.239257137E1
4.542339216E1,-5.021999836E0,-1.161800003E1,3.299999982E-2,1.265699396E1
4.542841485E1,-4.913000107E0,-1.195199966E1,-3.689999878E-1,1.292764584E1
4.543499462E1,-4.807000160E0,-1.230099964E1,-5.490000248E-1,1.321829201E1
4.543841931E1,-4.735000134E0,-1.256599998E1,-4.760000110E-1,1.343693261E1
4.544341839E1,-4.550000191E0,-1.263799953E1,-2.919999957E-1,1.343528183E1
4.544842270E1,-4.314000130E0,-1.235200024E1,-5.799999833E-2,1.308380185E1
4.545341777E1,-3.983999968E0,-1.169999981E1,3.170000017E-1,1.236376724E1
4.545839585E1,-3.714999914E0,-1.132900047E1,5.899999738E-1,1.193715109E1
4.546341077E1,-3.134999990E0,-1.076900005E1,1.294999957E0,1.129055410E1
4.546848985E1,-2.858999968E0,-1.063000011E1,2.023000002E0,1.119210937E1
4.547342585E1,-2.914999962E0,-1.077000046E1,2.581000090E0,1.145214810E1
4.547854446E1,-3.016000032E0,-1.090799999E1,2.913000107E0,1.168615804E1
4.548358231E1,-2.941999912E0,-1.086699963E1,3.099999905E0,1.167720188E1
4.548841408E1,-2.640000105E0,-1.064900017E1,3.157999992E0,1.141681957E1
4.549344308E1,-2.253000021E0,-1.038599968E1,3.154000044E0,1.108569866E1
4.549842362E1,-2.010999918E0,-1.013799953E1,3.088999987E0,1.078726454E1
4.550349062E1,-1.935999990E0,-9.862999916E0,2.875999928E0,1.045457980E1
4.550839631E1,-1.975999951E0,-9.579000473E0,2.667000055E0,1.013778650E1
4.551341839E1,-2.200999975E0,-9.329999924E0,2.516000032E0,9.910779769E0
4.551841585E1,-2.615999937E0,-9.128000259E0,2.302999973E0,9.770755001E0
4.552340470E1,-3.128000021E0,-8.942999840E0,2.013999939E0,9.685960253E0
4.552843046E1,-3.595000029E0,-8.725000381E0,1.708999991E0,9.590116675E0
4.553353739E1,-3.842000008E0,-8.411999702E0,1.220999956E0,9.328105057E0
4.553860370E1,-3.821000099E0,-7.981999874E0,1.049999967E-1,8.850050212E0
4.554340970E1,-3.645999908E0,-7.458000183E0,-1.786999941E0,8.491669497E0
4.554839116E1,-3.707000017E0,-6.980000019E0,-3.161999941E0,8.512372937E0
4.555341839E1,-4.204999924E0,-6.756000042E0,-2.872999907E0,8.460478083E0
4.555840162E1,-4.697000027E0,-6.791999817E0,-1.463999987E0,8.386677931E0
4.556344093E1,-4.800000191E0,-6.901000023E0,-3.709999919E-1,8.414359402E0
4.556840400E1,-4.531000137E0,-6.797999859E0,-4.999999888E-3,8.169626021E0
4.557343908E1,-4.197000027E0,-6.464000225E0,-1.110000014E-1,7.707816107E0
4.557842100E1,-4.086999893E0,-6.118000031E0,-6.470000148E-1,7.385939447E0
4.558349762E1,-4.106999874E0,-5.809999943E0,-1.162999988E0,7.209446322E0
4.558841308E1,-4.368000031E0,-5.585000038E0,-5.939999819E-1,7.115088592E0
4.559340408E1,-5.065999985E0,-5.563000202E0,1.350000024E0,7.644202192E0
4.559842331E1,-5.869999886E0,-5.775000095E0,3.584000111E0,8.980678234E0
4.560343039E1,-5.958000183E0,-5.736000061E0,5.831999779E0,1.011986582E1
4.560847239E1,-5.370999813E0,-5.343999863E0,5.866000175E0,9.582063013E0
4.561340177E1,-4.999000072E0,-4.934000015E0,3.045000076E0,7.655480608E0
4.561840646E1,-5.057000160E0,-4.747000217E0,1.723000050E0,7.146746872E0
4.562338170E1,-5.443999767E0,-4.421000004E0,-2.430000007E-1,7.017223347E0
4.562845100E1,-5.928999901E0,-4.439000130E0,-6.729999781E-1,7.437115768E0
4.563348208E1,-5.881000042E0,-4.816999912E0,-8.159999847E-1,7.645620029E0
4.563839739E1,-5.131999969E0,-5.162000179E0,-1.636999965E0,7.460793418E0
4.564338131E1,-4.001999855E0,-5.362999916E0,-2.733000040E0,7.228212791E0
4.564841416E1,-2.951999903E0,-5.438000202E0,-3.407999992E0,7.064036634E0
4.565342039E1,-2.236999989E0,-5.584000111E0,-3.464999914E0,6.942006237E0
4.565844223E1,-1.807999969E0,-5.965000153E0,-3.269999981E0,7.038678184E0
4.566342762E1,-1.457999945E0,-6.125999928E0,-3.555000067E0,7.231297562E0
4.566843308E1,-1.172000051E0,-5.855999947E0,-4.215000153E0,7.309756889E0
4.567343639E1,-1.098000050E0,-5.366000175E0,-4.942999840E0,7.377859406E0
4.567843439E1,-1.299999952E0,-4.922999859E0,-5.527999878E0,7.515631054E0
4.568370739E1,-1.606999993E0,-4.670000076E0,-6.000000000E0,7.771187148E0
4.568843323E1,-1.830999970E0,-4.623000145E0,-6.513000011E0,8.194135731E0
4.569357862E1,-2.023999929E0,-4.697000027E0,-7.087999821E0,8.740602177E0
4.570153800E1,-2.457999945E0,-4.916999817E0,-8.017999649E0,9.721469503E0
4.570352570E1,-2.609999895E0,-5.010000229E0,-8.357999802E0,1.008803065E1
4.570842316E1,-2.881000042E0,-5.182000160E0,-9.024000168E0,1.079749350E1
4.571338100E1,-3.180000067E0,-5.372000217E0,-9.454999924E0,1.132995191E1
4.571839177E1,-3.483999968E0,-5.580999851E0,-9.500000000E0,1.155576978E1
4.572337793E1,-3.802000046E0,-5.743000031E0,-9.133000374E0,1.143892257E1
4.572842908E1,-4.624000072E0,-5.927000046E0,-8.678999901E0,1.148197481E1
4.573343162E1,-5.860000134E0,-6.151999950E0,-8.527000427E0,1.203729377E1
4.573853893E1,-8.385000229E0,-6.414999962E0,-7.215000153E0,1.278736410E1
4.574628300E1,-1.329300022E1,-6.600999832E0,-1.050999999E0,1.487889965E1
4.574844739E1,-1.407999992E1,-6.488999844E0,9.169999957E-1,1.553043482E1
4.575340200E1,-1.445400047E1,-6.034999847E0,3.312999964E0,1.600985077E1
4.575840608E1,-1.364000034E1,-5.416999817E0,3.720000029E0,1.514040609E1
4.576339870E1,-1.272799969E1,-4.326000214E0,2.450000048E0,1.366450709E1
4.576842793E1,-1.218999958E1,-3.134999990E0,1.557999969E0,1.268273151E1
4.577346662E1,-1.106099987E1,-2.801000118E0,3.091000080E0,1.182140437E1
4.577839908E1,-8.744999886E0,-2.937999964E0,4.717000008E0,1.036132018E1
4.578338946E1,-7.336999893E0,-2.930000067E0,4.419000149E0,9.052294192E0
4.578838393E1,-4.566999912E0,-2.585000038E0,1.373000026E0,5.424467021E0
4.579407877E1,-1.450000048E0,-1.708999991E0,-3.736000061E0,4.356704898E0
4.580065070E1,2.960000038E-1,-1.004999995E0,-4.692999840E0,4.808522485E0
4.580344346E1,9.620000124E-1,-6.819999814E-1,-5.038000107E0,5.174167863E0
4.580841523E1,2.860000134E-1,-4.650000036E-1,-4.947999954E0,4.978024162E0
4.581352746E1,-3.075999975E0,-9.980000257E-1,-2.686000109E0,4.203852576E0
4.581843285E1,-7.360000134E0,-2.361000061E0,1.400000043E-2,7.729432014E0
4.582546893E1,-1.151599979E1,-4.905000210E0,1.350000054E-1,1.251780745E1
4.582922046E1,-1.094900036E1,-5.748000145E0,-1.021000028E0,1.240816488E1
4.583339008E1,-1.030700016E1,-5.982999802E0,-1.684000015E0,1.203604565E1
4.583842016E1,-9.220999718E0,-6.261000156E0,-3.377000093E0,1.164607609E1
4.584341693E1,-8.284999847E0,-6.263000011E0,-5.590000153E0,1.179468072E1
4.584950662E1,-7.151000023E0,-5.982999802E0,-8.998000145E0,1.295751113E1
4.585415616E1,-6.912000179E0,-5.861000061E0,-9.887000084E0,1.341192898E1
4.585837931E1,-6.632999897E0,-5.600999832E0,-1.111900043E1,1.410673802E1
4.586409962E1,-6.506999969E0,-5.426000118E0,-1.164799976E1,1.440341711E1
4.586839954E1,-6.461999893E0,-5.510000229E0,-1.161100006E1,1.438516137E1
4.587379385E1,-6.568999767E0,-5.928999901E0,-1.112699986E1,1.421671282E1
4.587842831E1,-6.768000126E0,-6.557000160E0,-1.030500031E1,1.396399327E1
4.588375562E1,-6.829999924E0,-7.164000034E0,-9.333999634E0,1.360497499E1
4.588840577E1,-6.533999920E0,-7.604000092E0,-8.335000038E0,1.303787552E1
4.589364693E1,-5.900000095E0,-7.855999947E0,-7.232999802E0,1.220012387E1
4.589847023E1,-5.104000092E0,-7.965000153E0,-5.929999828E0,1.116498734E1
4.590347023E1,-2.923000097E0,-7.927000046E0,-3.700999975E0,9.223809414E0
4.590843931E1,-2.923000097E0,-7.927000046E0,-3.700999975E0,9.223809414E0
4.591713431E1,-1.697000027E0,-7.879000187E0,-3.236999989E0,8.685425837E0
4.591885308E1,-1.552000046E0,-7.881000042E0,-3.308000088E0,8.686871150E0
4.592340277E1,-1.593000054E0,-7.840000153E0,-3.579999924E0,8.764682026E0
4.592855800E1,-1.879999995E0,-7.725999832E0,-3.821000099E0,8.821877076E0
4.593340339E1,-2.493000031E0,-7.752999783E0,-4.046999931E0,9.094078470E0
4.593841462E1,-3.414000034E0,-8.119000435E0,-4.537000179E0,9.907468644E0
4.594339216E1,-4.031000137E0,-8.461999893E0,-4.993999958E0,1.062047268E1
4.594866808E1,-7.099999905E0,-1.010900021E1,-7.510000229E0,1.445690103E1
4.595343177E1,-8.097000122E0,-1.067399979E1,-8.225000381E0,1.572088781E1
4.595848423E1,-9.027999878E0,-1.146300030E1,-8.770999908E0,1.702455864E1
4.596340293E1,-8.755000114E0,-1.180200005E1,-8.970999718E0,1.721673802E1
4.596916731E1,-7.901000023E0,-1.190900040E1,-9.255000114E0,1.702660033E1
4.597343493E1,-7.682000160E0,-1.192199993E1,-9.029999733E0,1.681333114E1
4.597841531E1,-7.390999794E0,-1.189299965E1,-7.877999783E0,1.606652418E1
4.598540023E1,-7.265999794E0,-1.171399975E1,-5.460000038E0,1.482646767E1
4.598841154E1,-7.393000126E0,-1.164900017E1,-4.791999817E0,1.460544138E1
4.599339285E1,-7.955999851E0,-1.164400005E1,-3.750000000E0,1.459257246E1
4.599841416E1,-8.564999580E0,-1.178400040E1,-3.092000008E0,1.489235869E1
4.600338831E1,-8.727999687E0,-1.178499985E1,-2.857000113E0,1.494077139E1
4.600837777E1,-8.503000259E0,-1.135000038E1,-3.013999939E0,1.449854192E1
4.601345108E1,-8.409000397E0,-1.050699997E1,-3.282999992E0,1.385230757E1
4.601840023E1,-8.371000290E0,-9.562000275E0,-3.157999992E0,1.309497839E1
4.602359846E1,-7.768000126E0,-8.779000282E0,-2.678999901E0,1.202454624E1
4.602838454E1,-6.783999920E0,-8.204000473E0,-1.440000057E0,1.074252665E1
4.603337970E1,-5.800000191E0,-7.683000088E0,-6.050000191E-1,9.645440248E0
4.603839100E1,-4.927000046E0,-7.109000206E0,-1.411999941E0,8.763957851E0
4.604339446E1,-5.073999882E0,-6.701000214E0,-1.735000014E0,8.582488201E0
4.604839208E1,-6.199999809E0,-6.656000137E0,-6.959999800E-1,9.122869693E0
4.605343862E1,-6.657000065E0,-6.738999844E0,2.579999864E-1,9.476092694E0
4.605838331E1,-5.850999832E0,-6.528999805E0,1.930000037E-1,8.769223825E0
4.606345239E1,-4.348000050E0,-5.815999985E0,-6.759999990E-1,7.293005982E0
4.606837623E1,-2.973000050E0,-4.757999897E0,-1.896999955E0,5.922491127E0
4.607339593E1,-2.029000044E0,-3.657000065E0,-2.933000088E0,5.108128832E0
4.607896454E1,-1.327000022E0,-2.711999893E0,-3.335999966E0,4.499418657E0
4.608341708E1,-8.830000162E-1,-2.000000000E0,-3.444000006E0,4.079316740E0
4.608839354E1,-5.379999876E-1,-1.496999979E0,-3.598000050E0,3.933962033E0
4.609346316E1,-4.339999855E-1,-1.199000001E0,-3.805000067E0,4.012976763E0
4.609841085E1,-5.299999714E-1,-1.075999975E0,-4.027999878E0,4.202791802E0
4.610369439E1,-6.150000095E-1,-1.039999962E0,-4.097000122E0,4.271444127E0
4.610843146E1,-6.539999843E-1,-1.014999986E0,-4.060999870E0,4.236704013E0
4.611360246E1,-6.589999795E-1,-7.570000291E-1,-3.878999949E0,4.006740648E0
4.611841377E1,-7.670000196E-1,-6.690000296E-1,-3.986999989E0,4.114853458E0
4.612341916E1,-1.338000059E0,-6.200000048E-1,-4.327000141E0,4.571386484E0
4.612839839E1,-2.477999926E0,-8.270000219E-1,-4.300000191E0,5.031343191E0
4.613345023E1,-4.645999908E0,-1.384999990E0,-3.740999937E0,6.123611733E0
4.613840093E1,-8.088999748E0,-2.364000082E0,-2.799999952E0,8.880338566E0
4.614339485E1,-1.114000034E1,-3.500999928E0,-1.628999949E0,1.179026077E1
4.614840985E1,-1.179300022E1,-4.280000210E0,-4.040000141E-1,1.255215010E1
4.615353454E1,-9.991000175E0,-4.367000103E0,8.040000200E-1,1.093330647E1
4.615841070E1,-6.883999825E0,-3.630000114E0,1.625000000E0,7.950281719E0
4.616339246E1,-4.045000076E0,-2.391000032E0,1.574000001E0,4.955439716E0
4.616860485E1,-2.476000071E0,-1.332999945E0,1.021999955E0,2.991980800E0
4.617338177E1,-2.085999966E0,-9.449999928E-1,8.199999928E-1,2.432451609E0
4.617840108E1,-2.604000092E0,-1.353000045E0,7.969999909E-1,3.040827944E0
4.618351785E1,-4.043000221E0,-2.601000071E0,-3.260000050E-1,4.818436277E0
4.618840231E1,-4.952000141E0,-3.898999929E0,-1.883999944E0,6.578294736E0
4.619337785E1,-4.495999813E0,-4.418000221E0,-2.930000067E0,6.951089171E0
4.619840139E1,-3.707999945E0,-4.368999958E0,-3.707999945E0,6.825444148E0
4.620351946E1,-2.990000010E0,-4.086999893E0,-4.047999859E0,6.483052602E0
4.620838200E1,-2.424999952E0,-3.878999949E0,-4.076000214E0,6.127074596E0
4.621343400E1,-2.088999987E0,-3.987999916E0,-3.914999962E0,5.966178758E0
4.621860008E1,-1.879999995E0,-4.373000145E0,-3.562000036E0,5.945197600E0
4.622350123E1,-1.684999943E0,-4.741000175E0,-3.092999935E0,5.906179482E0
4.622840308E1,-1.552999973E0,-4.920000076E0,-2.752000093E0,5.847368141E0
4.623351823E1,-1.628999949E0,-4.947999954E0,-2.654999971E0,5.846825568E0
4.623906785E1,-2.036999941E0,-4.848999977E0,-2.589999914E0,5.862616233E0
4.624338970E1,-2.759000063E0,-4.617000103E0,-2.266999960E0,5.836785084E0
4.624839600E1,-3.555000067E0,-4.368000031E0,-1.715999961E0,5.887453236E0
4.625345200E1,-4.236999989E0,-4.301000118E0,-1.223999977E0,6.160271655E0
4.625843239E1,-4.793000221E0,-4.520999908E0,-9.980000257E-1,6.663954933E0
4.626342808E1,-5.201000214E0,-4.933000088E0,-1.039000034E0,7.243232301E0
4.626841131E1,-5.514999866E0,-5.401000023E0,-1.190999985E0,7.810538121E0
4.627338700E1,-5.705999851E0,-5.682000160E0,-1.287999988E0,8.154906749E0
4.627839185E1,-6.243000031E0,-6.394999981E0,-1.569000006E0,9.073744274E0
4.628347562E1,-6.920000076E0,-7.184999943E0,-2.029999971E0,1.017995703E1
4.628843223E1,-7.652999878E0,-7.880000114E0,-2.730999947E0,1.131906222E1
4.629350677E1,-8.331999779E0,-8.343999863E0,-3.753999949E0,1.237485635E1
4.629843508E1,-8.784000397E0,-8.484999657E0,-5.066999912E0,1.322226797E1
4.630342016E1,-9.206999779E0,-8.512000084E0,-6.462999821E0,1.410650052E1
4.630840831E1,-9.914999962E0,-8.557999611E0,-7.627999783E0,1.515694436E1
4.631338454E1,-1.077299976E1,-8.489999771E0,-8.395000458E0,1.608146923E1
4.631838970E1,-1.118700027E1,-8.444000244E0,-8.666000366E0,1.647876444E1
4.632346193E1,-1.077299976E1,-8.637999535E0,-8.284999847E0,1.610322273E1
4.632841670E1,-9.869999886E0,-8.968000412E0,-7.550000191E0,1.532463481E1
4.633347346E1,-8.923000336E0,-9.248999596E0,-7.066999912E0,1.466650661E1
4.633840893E1,-8.199999809E0,-9.401000023E0,-6.881999969E0,1.424713030E1
4.634340916E1,-7.525000095E0,-9.241000175E0,-6.580999851E0,1.361364278E1
4.634841100E1,-6.665999889E0,-8.789999962E0,-6.025000095E0,1.256981623E1
4.635337631E1,-5.790999889E0,-8.309000015E0,-5.439000130E0,1.149599423E1
4.635837485E1,-4.834000111E0,-7.701000214E0,-4.664999962E0,1.021935350E1
4.636340800E1,-4.264999866E0,-7.052000046E0,-3.316999912E0,8.883885238E0
4.636839531E1,-4.671000004E0,-6.775000095E0,-1.720000029E0,8.406977306E0
4.637349639E1,-5.651000023E0,-7.057000160E0,-6.119999886E-1,9.061434572E0
4.637877846E1,-6.828000069E0,-7.772999763E0,-3.790000081E-1,1.035300687E1
4.638341746E1,-8.909000397E0,-8.722999573E0,-1.085000038E0,1.251551975E1
4.638888046E1,-1.164400005E1,-9.725999832E0,-2.566999912E0,1.538724467E1
4.639344954E1,-1.354300022E1,-1.063700008E1,-4.677999973E0,1.784495193E1
4.639839631E1,-1.431000042E1,-1.163000011E1,-7.585999966E0,1.993941850E1
4.640339200E1,-1.349400043E1,-1.262699986E1,-9.991999626E0,2.100878934E1
4.640844493E1,-1.079800034E1,-1.361800003E1,-9.920999527E0,2.001182070E1
4.641347946E1,-6.954999924E0,-1.477700043E1,-7.682000160E0,1.804840414E1
4.641838093E1,-2.928999901E0,-1.508500004E1,-4.660999775E0,1.605805672E1
4.642339208E1,1.809999943E-1,-1.392800045E1,-1.414999962E0,1.400086363E1
4.642846408E1,2.384000063E0,-1.194099998E1,-3.610000014E-1,1.218200550E1
4.643387654E1,3.993000031E0,-1.016800022E1,-2.302000046E0,1.116384709E1
4.643842531E1,4.440000057E0,-9.659000397E0,-3.963999987E0,1.134562405E1
4.644358293E1,4.515999794E0,-8.916000366E0,-8.454000473E0,1.309043317E1
4.644850123E1,4.239999771E0,-8.946000099E0,-8.649999619E0,1.314652080E1
4.645341485E1,2.644999981E0,-1.016300011E1,-7.638000011E0,1.298543955E1
4.645839577E1,6.259999871E-1,-1.198400021E1,-5.776000023E0,1.331804465E1
4.646342231E1,-5.360000134E-1,-1.260700035E1,-3.398999929E0,1.306816569E1
4.646856370E1,-1.246000051E0,-1.210099983E1,-1.957000017E0,1.232138637E1
4.647340085E1,-1.751000047E0,-1.119200039E1,-2.358000040E0,1.157095666E1
4.647866770E1,-1.725999951E0,-1.044600010E1,-4.068999767E0,1.134260786E1
4.648390023E1,-1.300999999E0,-1.029399967E1,-5.748000145E0,1.186164137E1
4.648841808E1,-8.289999962E-1,-1.078100014E1,-6.364999771E0,1.254712824E1
4.649357746E1,-3.980000019E-1,-1.162600040E1,-5.789000034E0,1.299364502E1
4.649846700E1,-4.999999888E-3,-1.236499977E1,-4.664999962E0,1.321572809E1
4.650343323E1,1.169999987E-1,-1.271700001E1,-3.901999950E0,1.330268326E1
4.650842477E1,-1.949999928E-1,-1.274100018E1,-3.937999964E0,1.333712691E1
4.651340408E1,-5.870000124E-1,-1.248099995E1,-4.431000233E0,1.325721282E1
4.651840816E1,-6.169999838E-1,-1.193500042E1,-4.772999763E0,1.286881699E1
4.652338931E1,-1.490000039E-1,-1.126700020E1,-4.646999836E0,1.218860541E1
4.652839677E1,9.070000052E-1,-1.071899986E1,-4.097000122E0,1.151108236E1
4.653348339E1,2.480999947E0,-1.048299980E1,-3.447000027E0,1.131063459E1
4.653839523E1,3.967999935E0,-1.065799999E1,-2.862999916E0,1.172752130E1
4.654341085E1,4.467999935E0,-1.098400021E1,-2.302999973E0,1.207953198E1
4.654841239E1,3.844000101E0,-1.097599983E1,-1.855999947E0,1.177682661E1
4.655337400E1,3.056999922E0,-1.057999992E1,-1.572999954E0,1.112456632E1
4.655838323E1,2.795000076E0,-1.011200047E1,-1.480000019E0,1.059504502E1
4.656339670E1,2.835999966E0,-9.687999725E0,-1.725999951E0,1.024106002E1
4.656841700E1,2.819000006E0,-9.293999672E0,-2.351999998E0,9.992852192E0
4.657342470E1,2.637000084E0,-9.045000076E0,-2.963999987E0,9.876795621E0
4.657847823E1,2.269999981E0,-9.062000275E0,-3.049999952E0,9.827270659E0
4.658338870E1,1.807000041E0,-9.237999916E0,-2.621000051E0,9.771158215E0
4.658841423E1,1.383000016E0,-9.354999542E0,-2.007999897E0,9.667511007E0
4.659409585E1,1.036000013E0,-9.267000198E0,-1.398000002E0,9.428944411E0
4.659845708E1,1.039000034E0,-8.848999977E0,-9.800000191E-1,8.963521724E0
4.660348146E1,1.205000043E0,-8.529999733E0,-8.669999838E-1,8.658210526E0
4.660882962E1,1.940000057E0,-7.500000000E0,-2.109999955E-1,7.749717493E0
4.661344908E1,2.187000036E0,-7.227000237E0,2.339999974E-1,7.554287364E0
4.661840923E1,2.446000099E0,-6.855999947E0,9.860000014E-1,7.345736706E0
4.662385885E1,2.161999941E0,-6.663000107E0,9.929999709E-1,7.075016828E0
4.662842762E1,1.939000010E0,-6.727000237E0,5.569999814E-1,7.022998092E0
4.663350270E1,1.340999961E0,-7.112999916E0,-6.389999986E-1,7.266455099E0
4.663838693E1,6.340000033E-1,-7.506000042E0,-1.470999956E0,7.675013583E0
4.664346200E1,-2.070000023E-1,-7.804999828E0,-2.332999945E0,8.148850230E0
4.664845746E1,-1.281999946E0,-8.133000374E0,-3.392999887E0,8.905148352E0
4.665352270E1,-2.017999887E0,-8.239000320E0,-3.178999901E0,9.058669339E0
4.666004554E1,-2.375000000E0,-8.043999672E0,-7.720000148E-1,8.422739444E0
4.666339939E1,-2.497999907E0,-7.995999813E0,-3.849999905E-1,8.385955016E0
4.666852508E1,-2.375999928E0,-7.938000202E0,-9.720000029E-1,8.342781723E0
4.667362570E1,-1.960000038E0,-7.810999870E0,-2.010999918E0,8.300448168E0
4.667842354E1,-1.595000029E0,-7.478000164E0,-2.308000088E0,7.986950354E0
4.668434316E1,-1.189000010E0,-7.204999924E0,-1.824000001E0,7.526800179E0
4.668843254E1,-1.077999949E0,-7.336999893E0,-8.640000224E-1,7.465932451E0
4.669350308E1,-1.072000027E0,-7.563000202E0,-4.009999931E-1,7.649114793E0
4.669844100E1,-5.609999895E-1,-7.581999779E0,2.099999972E-2,7.602754937E0
4.670354862E1,2.300000004E-2,-7.387000084E0,1.425999999E0,7.523415131E0
4.670851716E1,1.439999938E-1,-7.028999805E0,2.338000059E0,7.409036276E0
4.671338462E1,-1.500000060E-1,-6.701000214E0,1.925999999E0,6.973907073E0
4.671894585E1,-7.139999866E-1,-6.372000217E0,1.123999953E0,6.509651192E0
4.672437700E1,-1.251000047E0,-5.952000141E0,3.709999919E-1,6.093352755E0
4.672839500E1,-1.641000032E0,-5.624000072E0,1.190000027E-1,5.859728571E0
4.673341308E1,-1.886999965E0,-5.522999763E0,4.659999907E-1,5.855036400E0
4.673839000E1,-2.013999939E0,-5.592999935E0,7.870000005E-1,5.996433359E0
4.674359500E1,-2.163000107E0,-5.611999989E0,3.140000105E-1,6.022599882E0
4.674839416E1,-2.165999889E0,-5.412000179E0,-7.480000257E-1,5.877142631E0
4.675369646E1,-1.909000039E0,-5.133999825E0,-1.703999996E0,5.736362204E0
4.676090093E1,-1.631999969E0,-5.717999935E0,-3.078999996E0,6.696206996E0
4.676342639E1,-1.631999969E0,-5.717999935E0,-3.078999996E0,6.696206996E0
4.676841277E1,-1.279999971E0,-6.548999786E0,-5.090000153E0,8.392609825E0
4.677354408E1,-9.499999881E-1,-7.571000099E0,-7.714000225E0,1.085026921E1
4.677840239E1,-4.199999869E-1,-8.543999672E0,-1.001799965E1,1.317333091E1
4.678339754E1,8.999999762E-1,-8.621000290E0,-1.110299969E1,1.408574627E1
4.678846331E1,1.455999970E0,-8.232999802E0,-9.895000458E0,1.295427558E1
4.679340116E1,-3.999999911E-2,-8.496999741E0,-7.033999920E0,1.103076423E1
4.679860462E1,-2.127000093E0,-9.246000290E0,-3.585000038E0,1.014223230E1
4.680340723E1,-3.601999998E0,-9.925000191E0,-1.499999966E-2,1.055842118E1
4.680840085E1,-4.368999958E0,-1.036699963E1,3.107000113E0,1.167117353E1
4.681341970E1,-4.502999783E0,-1.056099987E1,5.202000141E0,1.260446472E1
4.681869354E1,-4.177999973E0,-1.052700043E1,5.945000172E0,1.279126455E1
4.682339446E1,-3.536999941E0,-1.027600002E1,5.539999962E0,1.219828450E1
4.682841154E1,-2.727999926E0,-9.899000168E0,4.498000145E0,1.121000416E1
4.683341085E1,-2.062999964E0,-9.579999924E0,3.430999994E0,1.038287669E1
